price,rating,specScore,brand,processor,storage,cores,ram,screen_size,Warranty,OS,graphics,storage_type,ram_type,width,height,aspect_ratio,resolution_area
60990,4.25,64,Asus,Intel Core i5,1024,No ,16,17.3,12,Windows 11 ,rtx 2050,SSD,DDR6,1920,1080,1.777777778,2073600
70880,4,65,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
135370,4.4,79,HP,Intel Core i7,1024,16,16,16.1,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1080,1.777777778,2073600
174990,4.6,84,Lenovo,Intel Core i9,1024,24,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,3200,2000,1.6,6400000
51990,4.15,63,Acer,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
55990,4.45,54,Lenovo,Intel Core i5,512,10,16,16,12,Windows 11 ,iris xe graphics,SSD,DDR5,1920,1080,1.777777778,2073600
66990,4.7,70,MSI,Intel Core i7,512,10,16,15.6,24,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
57990,4.4,68,MSI,Intel Core i5,512,No ,16,15.6,24,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
52990,4.2,50,HP,Intel Core i5,512,10,8,15.6,12,Windows 11 ,intel integrated uhd,SSD,Unknown,1920,1080,1.777777778,2073600
66990,4.7,59,HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
59500,4,61,HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
141990,4.55,75,Asus,AMD Ryzen 9,1024,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,1920,1080,1.777777778,2073600
66990,4.75,60,HP,Intel Core i5,1024,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
74990,4.4,55,Infinix,Intel Core i7,512,No ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920,1080,1.777777778,2073600
97590,4.75,63,Dell,Intel Core Ultra,1024,16,16,14,12,Windows 11 ,intel arc graphic,SSD,LPDDR5X,2240,1400,1.6,3136000
72990,4.25,70,Acer,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
30540,4.6,62,Lenovo,AMD Ryzen 3,512,No ,8,15.6,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920,1080,1.777777778,2073600
154980,4.35,79,Lenovo,Intel Core i7,1024,16,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,2560,1600,1.6,4096000
174990,4.05,80,Acer,Intel Core i9,1024,24,16,16,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,2560,1600,1.6,4096000
29990,4.25,55,Acer,AMD Ryzen 3,512,No ,16,15.6,12,Windows 11 ,amd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
37498,4.4,55,HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
29990,4,53,Lenovo,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
71990,4.5,71,MSI,AMD Ryzen 5,512,No ,16,15.6,24,Windows 11 ,rtx 4050,SSD,DDR4,1920,1080,1.777777778,2073600
36999,4.75,55,HP,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
56990,4.7,63,HP,AMD Ryzen 7,1024,No ,16,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920,1080,1.777777778,2073600
35990,4.7,57,Acer,Intel Core i3,1024,No ,16,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
135999,4.35,83,HP,AMD Ryzen 7,1024,No ,32,16,12,Windows 11 ,rtx 4060,SSD,DDR5,1440,2560,0.5625,3686400
42990,4.65,53,Infinix,Intel Core i5,512,10,16,16,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920,1200,1.6,2304000
70990,4.75,69,Lenovo,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
53990,4.5,57,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,intel integrated uhd,SSD,LPDDR5,1920,1080,1.777777778,2073600
69990,4.15,60,Acer,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5 SD,1920,1080,1.777777778,2073600
51990,4.4,55,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,integrated intel irisxe graphics,SSD,LPDDR5,1920,1080,1.777777778,2073600
81990,4.75,59,Lenovo,Intel Core i5,1024,12,16,14,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5X,1920,1200,1.6,2304000
49990,4,57,Other,Intel Core i5,512,12,16,14,12,Windows 11 ,intel arc graphics,SSD,LPDDR5,2880,1800,1.6,5184000
186899,4.75,54,Apple,Apple M Series,512,11,18,14.2,12,Mac ,14 Core GPU,SSD,Unknown,3024,1964,1.539714868,5939136
38999,4.65,57,Acer,AMD Ryzen 5,1024,No ,16,15.6,12,Windows 11 ,amd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
81580,4.15,70,Other,Intel Core i5,512,12,8,15.6,24,Windows 11 ,rtx 4050,SSD,DDR4,1920,1080,1.777777778,2073600
100090,4.55,70,Dell,Intel Core i7,1024,14,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR5,1920,1080,1.777777778,2073600
59190,4.55,62,Lenovo,AMD Ryzen 5,1024,No ,16,14,12,Windows 11 ,amd radeon graphics,SSD,DDR4,1920,1200,1.6,2304000
15990,4.75,34,Acer,Others,64,No ,8,14,12,Chrome ,intel integrated uhd,SSD,LPDDR4X,1080,1920,0.5625,2073600
51369,4.35,59,Acer,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
86690,4.05,66,Lenovo,AMD Ryzen 7,1024,No ,16,13.3,12,Windows 11 ,amd radeon graphics,SSD,LPDDR4X,1920,1200,1.6,2304000
124500,4.65,77,Asus,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1080,1.777777778,2073600
79990,4.1,61,Infinix,Intel Core i5,512,No ,16,16,12,Windows 11 ,rtx 4050,SSD,LPDDR5X,1920,1200,1.6,2304000
161990,4.65,51,Microsoft,Others,512,12,16,13,12,Windows 11 ,Qualcomm Adreno GPU,SSD,LPDDR5X,2880,1920,1.5,5529600
70980,4,65,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
62990,4.4,69,MSI,Intel Core i5,512,No ,16,15.6,24,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
57350,4.05,54,Dell,Intel Core i5,512,10,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920,1080,1.777777778,2073600
139990,4.5,70,Asus,Intel Core i7,1024,14,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1200,1.6,2304000
109990,4.6,61,Acer,Intel Core Ultra,512,14,16,14,12,Windows 11 ,intel integrated,SSD,LPDDR5X,2880,1800,1.6,5184000
60990,4.15,63,Asus,Intel Core i7,512,14,16,16,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1200,1.6,2304000
54990,4.4,62,Asus,Intel Core i5,512,12,16,16,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1200,1.6,2304000
144990,4.55,77,Lenovo,Intel Core i7,1024,16,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,2560,1600,1.6,4096000
57490,4.2,54,Lenovo,Intel Core i5,512,10,16,16,12,Windows 11 ,iris xe graphics,SSD,DDR5,1920,1080,1.777777778,2073600
66490,4.6,65,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
84990,4.1,68,Acer,Intel Core i7,512,10,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
249990,4.6,87,Acer,Intel Core i9,1024,24,32,16,12,Windows 11 ,rtx 4080,SSD,DDR5,2560,1600,1.6,4096000
101990,4.45,64,HP,Intel Core Ultra,512,12,16,14,12,Windows 11 ,intel integrated,SSD,LPDDR5,2880,1800,1.6,5184000
61990,4.55,64,HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
147990,4.05,52,Apple,Apple M Series,16,No ,16,13.6,12,Mac ,10 Core GPU,SSD,Unknown,2560,1664,1.538461538,4259840
61400,4.25,54,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,intel uhd graphics,SSD,LPDDR5,1920,1080,1.777777778,2073600
87000,4.45,48,Lenovo,Intel Core Ultra,1024,14,16,14,12,Windows 11 ,intel arc graphics,SSD,LPDDR5,1920,1200,1.6,2304000
36990,4.75,55,HP,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
76990,4.35,55,Lenovo,Intel Core Ultra,1024,14,16,14,12,Windows 11 ,intel arc graphics,SSD,LPDDR5,1920,1200,1.6,2304000
62990,4.3,68,Lenovo,AMD Ryzen 5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
53400,4.5,57,Lenovo,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,intel integrated uhd,SSD,LPDDR5,1920,1080,1.777777778,2073600
109990,4.5,69,Acer,AMD Ryzen 7,1024,No ,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1200,1.6,2304000
47990,4.4,62,Lenovo,Others,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
88490,4.35,73,HP,Intel Core i7,512,10,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR4,1920,1080,1.777777778,2073600
37990,4.65,57,Acer,AMD Ryzen 5,1024,No ,16,15.6,12,Windows 11 ,amd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
39990,4.05,56,Asus,AMD Ryzen 5,512,No ,16,14,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920,1080,1.777777778,2073600
79990,4.4,66,Asus,Intel Core i5,512,No ,16,16,12,Windows 11 ,rtx 4050,SSD,DDR4,1920,1200,1.6,2304000
64990,4.2,64,Lenovo,AMD Ryzen 7,512,No ,8,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
10990,4.25,30,Other,Others,64,No ,4,11.6,12,No ,ARM Mali G72,hard disk,LPDDR4,1366,768,1.778645833,1049088
84990,4.1,69,HP,AMD Ryzen 7,1024,No ,16,14,12,Windows 11 ,amd radeon,SSD,LPDDR5X,2880,1800,1.6,5184000
44990,4.4,65,Lenovo,AMD Ryzen 7,512,No ,8,15.6,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920,1080,1.777777778,2073600
94990,4.7,65,Asus,Intel Core i9,512,14,16,16,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1200,1.6,2304000
49499,4.5,63,Lenovo,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
37990,4.2,44,Other,Intel Core i3,512,No ,12,13.5,12,Windows 11 ,intel uhd graphics,SSD,LPDDR4,2256,1504,1.5,3393024
84990,4.25,71,Asus,Intel Core i7,1024,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
37299,4.7,54,Asus,Intel Core i3,512,No ,16,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
82990,4.65,69,Asus,Intel Core i7,1024,10,16,16,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1200,1.6,2304000
35990,4.4,53,Asus,Intel Core i3,512,No ,8,16,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1200,1.6,2304000
35000,4.5,57,HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1366,768,1.778645833,1049088
56990,4.6,60,Lenovo,Intel Core i5,512,No ,16,16,12,Windows 11 ,intel uhd graphics,SSD,LPDDR5,1920,1200,1.6,2304000
87500,4.6,71,HP,Intel Core i7,1024,10,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
32990,4.7,52,Asus,AMD Ryzen 3,512,No ,8,14,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920,1080,1.777777778,2073600
68999,4.7,59,HP,Intel Core i5,1024,10,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1080,1.777777778,2073600
50999,4.4,64,HP,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920,1080,1.777777778,2073600
34990,4.3,54,Asus,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
129990,4.45,74,Acer,Intel Core i9,1024,24,16,16,12,Windows 11 ,rtx 4060,SSD,DDR5,2560,1600,1.6,4096000
69990,4.55,63,HP,Intel Core i5,512,10,16,14,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920,1080,1.777777778,2073600
79938,4.4,70,Lenovo,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
133790,4.75,70,Lenovo,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR5,1920,1080,1.777777778,2073600
128990,4.3,73,HP,Intel Core i7,1024,16,16,16.1,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1080,1.777777778,2073600
27990,4.4,56,Lenovo,AMD Ryzen 3,512,No ,8,15.6,12,D ,amd radeon amd,SSD,DDR4,1920,1080,1.777777778,2073600
40500,4,53,Lenovo,Intel Core i3,512,5,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,LPDDR5,1920,1080,1.777777778,2073600
40990,4.05,52,HP,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
36990,4.1,59,Dell,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920,1080,1.777777778,2073600
78990,4.4,62,Asus,Intel Core i5,1024,12,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880,1620,1.777777778,4665600
172990,4.65,77,Lenovo,Intel Core i7,1024,14,32,16,12,Windows 11 ,rtx 4090,SSD,DDR5,2560,1600,1.6,4096000
64990,4.4,61,HP,Intel Core i5,512,12,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1080,1.777777778,2073600
102000,4.25,74,Asus,Intel Core i7,512,14,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR4,1920,1080,1.777777778,2073600
35990,4.05,55,HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
65990,4.3,62,Asus,Intel Core i5,512,12,16,14,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1200,1.6,2304000
74990,4.45,61,HP,Intel Core i7,512,12,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920,1080,1.777777778,2073600
48990,4.5,60,Asus,Intel Core i5,512,No ,8,17.3,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
83990,4.7,65,HP,Intel Core i7,1024,12,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920,1080,1.777777778,2073600
65990,4.7,68,HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
22730,4.2,41,Lenovo,Others,256,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
74990,4.35,61,Asus,Intel Core i5,512,12,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880,1620,1.777777778,4665600
50790,4.2,55,Asus,AMD Ryzen 5,512,No ,16,15.6,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920,1080,1.777777778,2073600
31990,4.3,56,MSI,AMD Ryzen 5,512,No ,8,14,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920,1080,1.777777778,2073600
74490,4,69,HP,Intel Core i5,512,12,16,14,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,2880,1800,1.6,5184000
61400,4.25,61,HP,Intel Core i5,512,10,16,14,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
108000,4.35,59,Dell,Intel Core i5,512,10,8,14,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1366,768,1.778645833,1049088
40000,4.35,62,Other,Intel Core i7,1024,No ,32,15.6,12,Windows 10 ,NVIDIA,SSD,DDR4,1920,1080,1.777777778,2073600
72990,4.25,68,Asus,Intel Core i7,512,14,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1080,1.777777778,2073600
86488,4.25,73,HP,AMD Ryzen 7,512,No ,16,16.1,12,Windows 11 ,amd radeon,SSD,DDR5,1920,1080,1.777777778,2073600
35000,4.1,59,Other,Intel Core i7,1024,No ,16,15.6,12,Windows 10 ,NVIDIA,SSD,DDR4,1920,1080,1.777777778,2073600
57990,4.4,63,HP,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
59990,4,68,Acer,Intel Core i5,512,12,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
102990,4.2,42,Apple,Apple M Series,512,No ,8,13.6,12,Mac ,10-Core GPU,SSD,Unified Memory,2560,1664,1.538461538,4259840
36490,4.05,54,HP,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon graphics,SSD,DDR4,1920,1080,1.777777778,2073600
57990,4.6,60,Acer,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
113400,4.3,66,Lenovo,Intel Core i5,1024,10,16,14,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1200,1.6,2304000
153899,4.4,68,Dell,Others,512,12,16,13.4,12,Windows 11 ,Qualcomm Adreno GPU,SSD,LPDDR5X,2880,1800,1.6,5184000
93990,4.45,65,HP,Intel Core i7,512,10,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
94990,4.1,59,Lenovo,Intel Core Ultra,512,14,16,14,12,Windows 11 ,intel arc graphics,SSD,LPDDR5X,1920,1200,1.6,2304000
61990,4.4,68,Asus,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,rtx 2050,SSD,DDR5,1920,1080,1.777777778,2073600
84176,4.5,62,Dell,Others,512,10,16,14,12,Windows 11 ,Not available,SSD,DDR5,2240,1400,1.6,3136000
77490,4.1,47,Lenovo,Intel Core Ultra,512,14,16,16,12,Windows 11 ,intel arc graphics,SSD,LPDDR5,1920,1200,1.6,2304000
34990,4.05,52,Lenovo,Intel Core i3,512,No ,8,14,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
50990,4.25,57,Dell,Intel Core i3,512,10,8,14,12,Windows 11 ,Intel Graphics,SSD,DDR5,1920,1080,1.777777778,2073600
57999,4.6,54,HP,Intel Core i5,512,10,16,14,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920,1080,1.777777778,2073600
137999,4.75,56,HP,Others,1024,12,16,14,12,Windows 11 ,Qualcomm Adreno GPU,SSD,LPDDR5X,2240,1400,1.6,3136000
84490,4.2,64,Dell,Intel Core i7,512,12,16,16,12,Windows 11 ,intel integrated,SSD,Unknown,1920,1200,1.6,2304000
54990,4.5,61,Acer,Intel Core i7,1024,10,16,15.6,12,Windows 11 ,intel graphics,SSD,DDR4,1920,1080,1.777777778,2073600
70490,4.3,57,HP,Intel Core Ultra,512,14,16,14,12,Windows 11 ,intel arc graphics,SSD,DDR5,1920,1080,1.777777778,2073600
97990,4.3,72,Other,Intel Core Ultra,1024,14,32,14.6,12,Windows 11 ,intel arc graphics,SSD,LPDDR5,3120,2080,1.5,6489600
72490,4.5,63,Lenovo,AMD Ryzen 5,512,No ,16,14,12,Windows 11 ,amd radeon,SSD,LPDDR5X,1920,1200,1.6,2304000
69990,4.7,59,Infinix,Intel Core Ultra,512,16,16,15.6,12,Windows 11 ,intel integrated,SSD,LPDDR5X,1920,1080,1.777777778,2073600
88990,4.45,65,Other,Intel Core i7,512,10,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,2560,1440,1.777777778,3686400
62490,4.3,64,Lenovo,AMD Ryzen 5,512,No ,12,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
72990,4.7,60,MSI,Intel Core Ultra,1024,16,16,15.6,12,Windows 11 ,intel arc graphics,SSD,DDR5,1920,1080,1.777777778,2073600
26990,4.55,46,Asus,Others,512,No ,8,15.6,12,Windows 11 ,intel hd graphics,SSD,DDR4,1920,1080,1.777777778,2073600
152990,4.05,63,Asus,Intel Core Ultra,1024,16,16,15.6,12,Windows 11 ,intel integrated,SSD,LPDDR5X,2880,1620,1.777777778,4665600
79924,4.65,72,Dell,AMD Ryzen 5,1024,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1080,1.777777778,2073600
45490,4.2,53,Lenovo,Intel Core i5,512,No ,8,14,12,Windows 11 ,intel integrated uhd,SSD,LPDDR5,1920,1080,1.777777778,2073600
77990,4.05,66,MSI,Intel Core i7,512,10,16,15.6,24,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
69990,4.35,59,MSI,Intel Core Ultra,512,16,16,15.6,12,Windows 11 ,intel arc graphics,SSD,DDR5,1920,1080,1.777777778,2073600
64990,4.65,66,MSI,Intel Core i7,1024,10,8,15.6,24,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
289990,4.65,83,Asus,Intel Core Ultra,1024,16,32,16,12,Windows 11 ,rtx 4080,SSD,LPDDR5X,2560,1600,1.6,4096000
54999,4.4,63,HP,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
409990,4.7,96,MSI,Intel Core i9,2048,24,64,18,24,Windows 11 ,rtx 4080,SSD,DDR5,3840,2400,1.6,9216000
56990,4.35,61,Asus,Intel Core i5,512,No ,16,17,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
68999,4.55,55,Samsung,Others,512,10,16,15.6,12,Windows 11 ,intel graphics,SSD,LPDDR4X,1920,1080,1.777777778,2073600
24990,4,33,Acer,Intel Core i3,256,No ,8,14,12,Chrome ,intel integarted graphics,SSD,Unknown,1920,1080,1.777777778,2073600
94990,4.75,69,Acer,Intel Core i7,1024,10,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR5,1920,1080,1.777777778,2073600
179000,4.55,75,Asus,AMD Ryzen 9,1024,No ,16,14,12,Windows 11 ,rtx 4060,SSD,LPDDR5X,2880,1800,1.6,5184000
161990,4.55,71,Asus,Intel Core i7,1024,14,16,16,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,1920,1200,1.6,2304000
54697,4.3,59,Dell,Intel Core i5,512,10,16,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
49990,4.55,56,Dell,Intel Core i5,512,10,8,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920,1080,1.777777778,2073600
61990,4.25,64,Acer,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920,1080,1.777777778,2073600
65690,4.15,65,Lenovo,AMD Ryzen 7,512,No ,16,14,12,Windows 11 ,amd radeon,SSD,DDR4,1920,1200,1.6,2304000
40990,4.65,55,MSI,Intel Core i5,512,10,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920,1080,1.777777778,2073600
113990,4.2,45,Microsoft,Others,256,No ,16,13.8,12,Windows 11 ,Qualcomm Adreno GPU,SSD,LPDDR5X,2304,1536,1.5,3538944
96990,4.45,61,Asus,Intel Core Ultra,1024,14,16,15.6,12,Windows 11 ,intel integrated,SSD,LPDDR5X,2880,1620,1.777777778,4665600
102990,4.5,60,Other,Intel Core Ultra,1024,14,16,16,12,Windows 11 ,intel arc graphics,SSD,LPDDR5X,3200,2000,1.6,6400000
127990,4.75,81,MSI,Intel Core Ultra,1024,16,32,14,24,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920,1200,1.6,2304000
197490,4.75,88,Lenovo,Intel Core i7,1024,20,32,16,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,3200,2000,1.6,6400000
159990,4,77,HP,Intel Core i9,1024,24,16,16.1,12,Windows 11 ,rtx 4060,SSD,DDR5,2560,1440,1.777777778,3686400
58490,4.4,65,Lenovo,AMD Ryzen 5,512,No ,16,14,12,Windows 11 ,amd radeon,SSD,LPDDR4X,1920,1200,1.6,2304000
49990,4.7,56,Infinix,Intel Core i7,512,10,32,14,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR4X,1920,1080,1.777777778,2073600
69990,4.15,70,MSI,Intel Core i5,512,No ,16,15.6,24,Windows 11 ,rtx 4050,SSD,DDR4,1920,1080,1.777777778,2073600
51500,4.75,61,Acer,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
147990,4.55,79,MSI,Intel Core i9,1024,14,16,17.3,24,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,2560,1440,1.777777778,3686400
103990,4.25,70,HP,Intel Core i7,512,14,16,16,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,LPDDR5X,2560,1600,1.6,4096000
54990,4.1,62,MSI,Intel Core i5,512,No ,16,15.6,24,Windows 11 ,rtx 2050,SSD,DDR4,1920,1080,1.777777778,2073600
199990,4.75,80,Asus,Intel Core i9,1024,24,16,16,12,Windows 11 ,NVIDIA GeForce RTX 4070,SSD,DDR5,2560,1600,1.6,4096000
50990,4.45,60,Acer,Intel Core i7,512,10,16,15.6,12,Windows 11 ,intel graphics,SSD,DDR4,1920,1080,1.777777778,2073600
121719,4.55,74,Dell,Intel Core i7,1024,14,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR5,1920,1080,1.777777778,2073600
75990,4.1,52,HP,Intel Core Ultra,512,12,16,16,12,Windows 11 ,intel integrated,SSD,LPDDR5,1920,1200,1.6,2304000
